Insult,Date,Comment,Usage,
0,20120527190216Z,"""Where, exactly? You are questioning logic without an argument.""",,
0,20120529095223Z,"""It is obvious that \u201cAmerican Idol\u201d has turned into a popularity contest with a huge female viewer base. As proof: For the past three seasons, the \u201ccute guy\u201d has won over the much more talented female runner-up.\n\nWho cares?\nRead more here: http://www.kansas.com/2012/05/29/2348887/opinion-line-may-29.html#storylink=cpy""",,
1,20120610132014Z,"""how the fuck did you come to the conclusion that she initiated anything? You sound like one of those punk niggas who would find any excuse to hit a girl. Go sit doen in timeout""",,
0,20120612014011Z,"""""All we want to do is adopt a highway,"" said April Chambers, the chapter's secretary. ""We're not doing it for publicity. We're doing it to keep the mountains beautiful. People throwing trash out on the side of the road ... that ain't right.""\n\nTell your family to stop throwing themselves on the side of the road and to lay in the middle of the road.""",,
0,20120619070911Z,"""It's built like a brick shithouse!""",,
0,20120530111504Z,"""who are you a fan of?. what's your team?.""",,
0,20120515204729Z,"""See waht you knowit not all there.""",,
0,20120611172417Z,"""Norway is a proud nation, what war crimes did they commit?""",,
1,,"""White people invented taco bell you ignorant fuck, you dumb as this nigger in the video. And I aint no fucking wetback, wetbacks are mexicans who swam across the border i was born and raised in san jose california so fuck you and by the way i like peanut butter and cell phones so stick a burrito up your ass im sure thats the only way YOU can enjoy it""",,
1,20120529144106Z,"""You either know that is a lie or you have not checked.""",,
1,20120611204113Z,"""Go and tell him to fuck himself, the twat""",,
0,20120610161749Z,"""Scusa non ho capito, che festa?""",,
1,20120611200727Z,"""Honey, get some brains because quite obviously you didn't read everything I said. Reread it, and if you still have the same crap to say, then and by the way, I am a grown woman. Not a little boy, you racist, stereotypical, bored-ass, son of a bitch, who has a lower IQ than my dumb ass dog. You haven't had to live the life of a minority so pull your head out of your ass, get some REAL research-like maybe live like us minorities have to-and then go realize how good you have it, you white-ass rich kid bastard. And good job by the way, you threw some big words in there to make you sound intelligent, too bad your argument still sucks.""",,
0,20120610003120Z,"""So you think Cigar Willie Clinton will help obongo win? Balack Obongo \nhas learned his lesson too late. You cant trust a fuckingliberal. Just \nlike you cant trust a liberal troll commenter.""",,
0,20120609212450Z,"""ATTENTION ALL WHITE PEOPLE: DO NOT BE COMFORTABLE SAYING NIGGA. I PERSONALLY WILL SLAP THE SHIT OUT OF YOU. SO WILL SOME OF MY FRIENDS. IT AS NOT ACCEPTABLE NO MATTER WHAT YOU WHAT TO THINK. JUST WHISPER IT UNDER YOUR BREATH LIKE YOU BEEN DOING!!!!!!!""",,
0,20120610052921Z,"""ight kool...dont u know d shit u be saying would fuck u up some day,,watch and see my nigga..enough said""",,
1,20120610144720Z,"""I just checked and there are many races mixed in Spain. If she called herself Hispanic, then she has that in her blood. You are so arrogant of an online troll that you THINK you know about people you can't possibly know about. It's sickening.""",,
1,20120612111917Z,"""That was the fuck of that lil cunts life ..goood job! !""",,
0,20120612135524Z,"""Because the person is full of shit and has no one to talk to. Trying to stir shit. No one gives a shit about Perry anymore. He's in jail and on his way to prison where he will be squealing like a pig when Bubba gets a hold of him.""",,
0,20120612000027Z,"""NO THEY AREN'T.  ONLY YOU AND YOUR 5 NAMES""",,
0,20120612145449Z,"""@NaturalBlues:disqus -- I used the cars from my train set as pretend rollerskates all the time. The worst accident though was when I tried to use them to go down the stairs in our apartment complex, not ride down a hill. I think that was an even worse idea than yours.""",,
0,20120610053306Z,"""That second picture of him is not that appealing, but it cancels out with that first picture. I still want you in my bed Kibum""",,
1,20120502110706Z,"""If I didn't know better, I'd have thought you were the one who wrote this piece of tripe, in a Sacramento publication no less. \xa0As for the career-long cheap-shot elbow-throwing adulterer, and accused rapist Saint Kobe boy, karma is a biatch, isn't it? \xa0It doesn't matter. \xa0 Kobe-Dolt shouldn't even be mentioned in the same breath as Lebron. \xa0The man-child couldn't carry his sack. \xa0It's just something you, and other Faker fans can fantasize about. \xa0As for you, my tiny little Faker worm...it's time to crawl back down into your little hole. Your old girls are going down soon. \xa0You can bet on it. \xa0I am. \xa0 Life is good.""",,
1,20120503045217Z,"""Are you proud of your trolls?""",,
0,20120529233604Z,"""It was an out, doesn't matter how sloppy""",,
0,20120528001107Z,"""Yes. \xa0And HOW DARE YOU CALL ME ""FOOL"".""",,
1,20120619014647Z,"""LMAO. Do people who hate gays and lesbians really think protesting will get us to stop having kids and being a family?? You serious?? Its funny how everyone quotes the bible but it also says DIVORCE is a sin, BEING A DRUNKARD is a sin, BEING A BASTARD is a sin, CHEATING IS A SIN. Have you idiots not read the 10 commandments?? Those are ALL ABOMINATIONS! You anti-gay homophobes are so ignorant. Karma is a bitch. You just wait and see, haters.""",,
0,,"""One season wonders - Its Game Over begging in the making""",,
0,20120612121620Z,"""Excellent comments, my thoughts entirely.""",,
0,,"""Great review. Thanks for the chance to win some of these.""",,
0,20120527203107Z,"""they make up for 85% of the scoring""",,
1,20120528234455Z,"""You are the disgusting one.""",,
0,20120612002036Z,"""I'm with Missa- I think I would also prefer not strapless if possible.""",,
0,20120530023413Z,"""GD!!!!!..your stare!!!!i'm completely melt in your stare!!!OMG!!!!you're fucking handsome!!!!,,>.<\ndo your have 3 diferrent hair colour this time?black,red and blue,nice combination.^______^""",,
0,,"""We need to Tax the 49% of Americans that don't pay any Federal income Tax, they suck on the teat of the real Tax payers, but don't contribute anything. OWS, Commies.""",,
0,20120618223932Z,"""Heard there was some good high-level baseball talk over here. But after 100+ comments that read like bitter,\xa0bickering ex's, apparently not so much...\n\nMaybe another time.""",,
0,20120612051700Z,"""Fucking hot man.\xa0 Jeez, we look alike.\xa0 Love the fur.\xa0 Just wish you would share a pic of your dick.""",,
1,20120620013920Z,"""What they would've edited it to say?\n\nYou really love showing how ignorant and blatantly brainwashed you are don't you? Covgrats, now we all know how much of a loser you are, fstaff.""",,
1,20120515150129Z,"""You're a fu cking idiot.\xa0 You don't even know what the word 'smart' means.""",,
1,20120502202223Z,"""Why did they interview you?\r\n\r\nDid you commit suicide?""",,
0,,"""So unfair again a young mother. I have doubts to me is suspicious as missed a party makes me wonder why?""",,
0,20120612134851Z,"""When you <i>saw</i> him? Unless you saw him doing something gay (ie sex with another man, which would not only be very weird, I think it would clear up any confusion), I think that's kind of an assumption.\n\nBesides, why does his sexuality matter? It's not like it's going to affect you.""",,
0,20120609182007Z,"""If it ""had no nexus to his elected sheriff position"", then why are they subjecting him to this witch hunt paid by the tax payers?""",,
0,20120619122648Z,"""Chucklefuckers next door to Fuddruckers for a bite before the show.""",,
0,,"""Sorry, but did anyone else laugh at the 1st guy's pics.\\n\\nOh my life, chavman.""",,
1,20120611175054Z,"""You talked to grade school kids with strong opinions on Bill Maher today?\n\nYou're a f ucking liar.""",,
0,20120620033448Z,"""@WetShoes\xa0http://www.youtube.com/watch?v=WGQiEsD2pF4""",,
0,20120515222107Z,"""And my dad can beat up your dad""",,
0,20120620170731Z,"""I don't understand your comment. I don't know who Barack Hussein Kardashian is. US Congress and President are the Feds that I was referring to, so no, I didn't forget them. If you are implying that Obama is owned by corporate lobbyists...DUH.""",,
0,20120529225030Z,"""What an incredible accidental tragedy.\xa0 Condolences, of course, and prayers for all.""",,
0,20120528185254Z,"""donnie\xa0 should have taken him out sooner.....True...oh so true....""",,
1,20120320164448Z,"""you're not stupid, just dumb""",,
0,20120527213857Z,"""you're too easy""",,
0,20120610053652Z,"""Nigga old, his memory aint like it used to be.""",,
0,20120528001111Z,"""The only sad part of the story was that he didn't crash.  Oh well.\n\n:(""",,
1,20120527211613Z,"""The child molester calling someone a racist, too funny! And then you make a gay slur, hilarious!""",,
1,20120619070246Z,"""You are a traitor.""",,
0,20120528200102Z,"""Yes they do. Our time is approaching.""",,
0,,"""EXACTLY WHY IS SHE A CELEB""",,
1,20120618230510Z,"""And what happens when a bunch of religious fanatics defend a pedophile?\xa0 Gee, sounds like the Catholic church!\xa0 You are a disgusting piece of work.""",,
1,20120611202811Z,"""If you think it's is so insignificant, why are you spending time commenting, unless you are a troll and can't help yourself. Get a life.""",,
0,20120529002626Z,"""You are underestimating the East where actual defense resides.  The Spurs are awesome, I would give them a shot, but if OKC won somehow the Heat would beat them.""",,
0,20120610013443Z,"""Just those three.....the others who beat up Rodney in California aren't any better.""",,
0,,"""Ten Reasons Why Gay Marriage is Wrong\\n\\n01) Being gay is not natural. Real Americans always reject unnatural things like eyeglasses, polyester, and air conditioning.\\n02) Gay marriage will encourage people to be gay, in the same way that hanging around tall people will make you tall.\\n03) Legalizing gay marriage will open the door to all kinds of crazy behavior. People may even wish to marry their pets because a dog has legal standing and can sign a marriage contract.\\n04) Straight marriage has been around a long time and hasn't changed at all; women are still property, blacks still can't marry whites, and divorce is still illegal.\\n05) Straight marriage will be less meaningful if gay marriage were allowed; the sanctity of Britany Spears' 55-hour just-for-fun marriage would be destroyed.\\n06) Straight marriages are valid because they produce children. Gay couples, infertile couples, and old people shouldn't be allowed to marry because our orphanages aren't full yet, and the world needs morechildren.\\n07) Obviously gay parents will raise gay children, since straight parents only raise straight children.\\n08) Gay marriage is not supported by religion. In a theocracy like ours,the values of one religion are imposed on the entire country. That's why we have only one religion in America.\\n09) Children can never succeed without a male and a female role model at home. That's why we as a society expressly forbid single parents to raise children.\\n10) Gay marriage will change the foundation of society; we could never adapt to new social norms. Just like we haven't adapted to cars, the service-sector economy, or longer life spans.""",,
0,20120620180612Z,"""Hey, Boehner, gimme that dress - I need more motivation.  SNNNNNNNIIIIIIFFFFFFFFFFF.\n\nYeh, I'm ready.  Let's go make a spectacle of ourselves again.\n\nAnd again.\n\nAnd again.""",,
0,20120530005837Z,"""well, i guess.. they were his personal words tho. do whatcha want!""",,
0,20120529041806Z,"""If anyone wants to know I think a couple dozen comparable rule lists from others religions should be placed along side this one+a list from a respectable humanist organizaiton.""",,
1,20120619142855Z,"""go fuck yourself.""",,
0,20120609235023Z,"""I must admit I'm totally speechless. One of the all time classics!!! Truly enigmatic. I am absolutely star struck! Wow. You hit it on the head Rob.I feel likes itting back and trying to understand the depths of what I just heard. Incredible!!!""",,
1,20120320120258Z,"""Shudup and pay your fair share for a change you greedy cracker. \xa0You sound like a jew when yous tart whining about money, it's time you paided your fair share.""",,
1,20120610151744Z,"""Ha ha, Anthony is idiot. \xa0He thinks he knows basketball but is too dumb to know he is dumb.""",,
0,20120620172848Z,"""""I feel sorry for other grandparents that didnt have love and respect of their grandchildren.""\n---------------------------------------\nHold it right there, grandma.\n\nIs a hug ""love,"" or is it ""respect""? A child can show you proper respect without hugging you. Your inability to discern the distinction between the two is what's holding you back from understanding this column.""",,
0,20120610153332Z,"""It is an attack of their opinions, their twisted and idiotic opinions. Teach your children the word of God for it is not for you to damn them to the river of fire. Ignorance will not be an accepted excuse come judgement day. May God Bless you and open your eyes to his word.""",,
0,20120619051318Z,"""If you're seeing him while having a heart attack, fuck yes. \xa0Yes, you do need health insurance or the hospital is going to take everything you ever owned.""",,
0,,"""@Blaine Jungwirth @clemsaucy Futurama style""",,
0,20120619035944Z,"""Are you talking about ""that god-damned piece of paper"" that Mr Bush swore to defend?""",,
0,20120528030209Z,"""Maybe he's recently resurrected from the dead.. let's not be quick to judgement.. you try knowing right from wrong when your stomach is empty and your skull is full of worms and maggotts..\xa0 let me tell ya... it's not that easy!!""",,
0,20120610050957Z,"""bradly won...and boxing is fixed..im not a pacman dick rider and i hoped he lost but i saw the whole fight and pacman\xa0dominated\xa0this dude the whole fucking time.... bob arum fighters are all suspect.... \xa0mayweather was smart to stay away.. holy shit.""",,
0,20120611235129Z,"""Hey Libturd...You and your kind HATE our flag and all it represents. How dare you use that name and flag symbol ! You want to see Radicals ???? Go to The White House and look around. Nothing BUT radicals from wall to wall,""",,
0,20120612053055Z,"""1. It's clean. 2. It's not shaved. Right there is all I want. If I'm eating your pussy, my dear, it's because I want to smell and taste you!""",,
0,,"""Great review. I would love to try one of these.""",,
1,20120503025001Z,"""Wrong again - look it up fool. The list of ""SB winner w/ Hall of Fame QBs at the helm"" is NOT ENDLESS. Not even close you boob. Quit talking out of your ass. Scatterbrain is a good name for you - afixing your IQ to the end of it is also a nice touch.""",,
0,20120612120850Z,"""USA,USA USA,WHAT A BUNCH FUCKING BULLSHIT!!!!!!""",,
0,20120527213041Z,"""Mets are enjoying life right now. And as much as it annoys me, it doesn't bother me, I'm kind of happy for them like a big brother looking at his loser little brother trying to better themselves. GOOD FOR YOU LITTLE METS :)""",,
0,20120612013634Z,"""@Wubbles\xa0that puck movement was something to behold""",,
0,,"""@topharry123  could not agree with you more, these flowers will be gone in  a few weeks however this lad chose to live his life that way and now it has ended and his family and friends have chosen this way to show their grief. No, most of us law abiding citizens don't agree (quite rightly) with his choice of profession or the way that it has been shown in his floral arrangements but come on this is HIS funeral and HIS family and friends so why can't they say what they want and don't want even if it is really distasteful.""",,
0,,"""Chris Moyles is ace, they all make me laugh in the morning and gear me up for work! keep up the good work! """,,
0,20120528064052Z,"""Hit like if you miss Pervy Sage. T_T""",,
0,,"""All because of his stance on abortion??  And maybe women??\\n\\nSeriously, I despise that man.  He will get his ass kicked""",,
0,20120619131321Z,"""I have on more than one occasion tried to engage you in decent conversation.But your into the personal attacks and name calling.I will correct you when you are wrong and pass on the ridicule. Let's see if you have any moral decency in you. Sting and surley seem to think so.""",,
0,20120611234528Z,"""waaaah\nbut I promise you're a WINNER\nWe ARE ALL WINNERS!!!\n\nYAY!!!!!\nHIP HIP HOORAY!!!!!!!!!!!!!!!\n\nFeel better now?""",,
1,20120530031528Z,"""Thank You! You just proved to everyone here that you possess an IQ of no higher than 20.""",,
0,20120612143351Z,"""You don't appear to be familiar with the Obama campaign, which is a bit surprising.""",,
0,20120619145628Z,"""It is bad!\xa0 I can't even begin to reflect and do justice to how much damage this program has caused children-\xa0 I was dealing with kids in and out of foster care- know of many who were abused, lots on drugs and alcohol now because of abuses- NO ONE CARES- give the fosters $ and close the door- if you have a working fire/smoke alarm and lock up your guns you are GOOD to go""",,
0,20120610083457Z,"""hats off Aamir Sir , AAMIR JI AAP KA YE SHOW HAR INSAAN KI SOCH BADAL DEGA ! HUMANBING HAREK ISAAN ME HONA JARURI HEY OR ESI BUNIYAD PE DUNIYA KAYAM HEY OR RAHEGI ! EK BHARTIYA HO NE KE NAATE HAMARA SAB KA YE FARZ HE KI SACHE HINDUSTANI HO NE KA FARZ ADA KARE OR HAMARE HO SAKE ITNI INSAANIYAD KO BADHAWA DE.""",,
0,20120619024602Z,"""HAHAHAHAHAHA, under OB everyone gets free stuff, even the judges. \xa0Too bad I am paying for their free stuff.""",,
0,20120610112157Z,"""And you are..?""",,
0,,"""Ellen  DeGeneres thanked \\xe2\\x80\\x9cThe O\\xe2\\x80\\x99Reilly Factor\\xe2\\x80\\x9d host Bill O\\xe2\\x80\\x99Reilly this week after  the Fox host called out critics who demanded Ellen be fired as a spokeswoman for  JCPenney stores due to her sexual orientation.\\nAfter DeGeneres, host of \\xe2\\x80\\x9cThe Ellen Show\\xe2\\x80\\x9d was  announced as a spokesperson for the department store, a conservative group known  as the Million Moms slammed the decision to have a lesbian represent the  store.\\nBut on an episode of \\xe2\\x80\\x9cThe O\\xe2\\x80\\x99Reilly Factor\\xe2\\x80\\x9d Monday  O\\xe2\\x80\\x99Reilly said he didn\\xe2\\x80\\x99t think firing DeGeneres was in keeping with \\xe2\\x80\\x9cthe spirit  of America.\\xe2\\x80\\x9d\\n\\xe2\\x80\\x9cWhat is the difference between a McCarthy era  communist blacklist in the 50s and the Million Moms saying, \\xe2\\x80\\x98Hey, JCPenney and  all you other stores, don\\xe2\\x80\\x99t you hire any gay people, don\\xe2\\x80\\x99t you dare\\xe2\\x80\\x99 What is the  difference?\\xe2\\x80\\x9d O\\xe2\\x80\\x99Reilly said.\\nOn her show Wednesday, DeGeneres thanked him saying, \\xe2\\x80\\x9cyou didn\\xe2\\x80\\x99t really make it clear if you were going to shop at JCPenney but if  you do you can use my employee discount any time you want.\\xe2\\x80\\x9d\\n\\n\\nRead more: http://www.foxnews.com/entertainment/2012/02/09/ellen-degeneres-thanks-bill-oreilly-for-defending-her-in-jcpenney-debate/?intcmp=obnetwork#ixzz1mP79n1wN""",,
0,20120610033302Z,"""Holder appoints two prosecutors to find the leaks is a joke,isn't it?? \xa0 I don't know the backgrounds of either man, but I bet they will run into the same stonewalling that Rep. Issa and others\xa0 have encountered with Holder. He is adept at sidestepping the Chicago way!""",,
0,,"""@kevmille I haven't been to Sasebo. I visited Fukuoka once while visiting my cousin in Kita-Kyushu which is also nearby.  Fukuoka has a large arcade like you described in Sasebo.  Fukuoka is a nice place for a day trip.""",,
0,20120620152110Z,"""the Star box allows you to link your comment to Facebook and Twitter. You can go to your profile and change settings. If you click back on yellow star it will return to grey""",,
0,20120619053427Z,"""Thoughts & prayers to you and your family.""",,
1,20120514051056Z,"""Jerome the fruit.. the worlds STILL isn't going to accept you and your sodomite father doing each other to unconsciousness.. get over it""",,
1,20120515211810Z,"""Still proclaiming your stupidity""",,
0,20120529034509Z,"""A few Thunder fans here don't seem to want to acknowledge that they lost Game 1. \n\nAll they seem to say is:\nIt was on the road, so it's no big deal\nIt was only 3 points, so it was no big deal\nManu won't score like that again, so it was no big deal\nIt was only one game, so it was no big deal\nSpurs fans are idiots, so it was no big deal\nThunder will win Game 2, so it was no big deal\nDurant/Westbrook/Harden are awesome, so it was no big deal\nTony Parker didn't score a lot of points, so it was no big deal\n\nThe fact is, 75% of teams winning the first game of a 7 game series win the series. A playoff loss is a big deal. Period. There are plenty of games left, but making excuses is just a waste of time.""",,
0,,"""@truth-spin please define the 'job'....""",,
1,20120529092431Z,"""First off, I'm a girl you piece of shit and spawn of the devil. Second, RESEARCH MY NAME AND IT WILL COME OUT AS SON OF LUCIFER? REAAAAALLY? I PITY YOUR PARENTS, HAVING A CHILD AS BUGO AS YOU. YOU KEEP SAYING I AM THE FATHER OF THIS, FATHER OF THAT, UNYA? IS THAT THE BEST YOU CAN COME UP WITH? BRING IT ON DIPSHIT, BRING IT.""",,
0,20120620171207Z,"""@Fitz\xa0Fuck you, NSA.\n\xa0\nWrite it down.""",,
1,20120529221153Z,"""Ah. \xa0You're one of *those* guys (self-flagellating\xa0alt-tech guy).""",,
0,20120529144135Z,"""Vote for Barack Obama.  Because if you don't, Mitt Romney will be your President.""",,
0,20120620014647Z,"""ugh they're so fucking flawless and gorgeous. Can I have them both?""",,
0,20120619033830Z,"""It was fabulous.\xa0 Elvis was there and he stole the show.\xa0 Of course, the bride was gorgeous too.\xa0 LOL""",,
0,,"""A lot of money so u can sit on your ass.""",,
0,20120530151552Z,"""I live in Michigan, and there's a meth lab right down the road that got busted. What say you?""",,
0,20120530004304Z,"""jk i actually think its cool to see minnesota's resurgence""",,
0,20120610065939Z,"""Sanyu I suggest you get over cute and become competent (intellectually ) if you reasoned like Buess I would think you are compentent. The way you sound makes me think your brain is in you panties. \nBluess Great reasoning , great questioning and indeed you showed a sense of patriotism.\nSanyu pull your brain out of your panties, have it in the right place you might reason better than you do here""",,
0,20120619180737Z,"""Julissa is fuuucking annoying""",,
0,20120619185507Z,"""@Natesweet\xa0\n\xa0\nHeh. You said ""tightly"". Then you said ""loosely"".""",,
0,20120528180247Z,"""Hi Mary....loving this weather!  unfortunately can't go far....it figures.""",,
1,,"""I hope you liberals/progressives/soc ialists/com munists who are commenting here are really proud of yourselves with your fi lth y comments about AB.\\xc2\\xa0 Keep it up.\\xc2\\xa0 It shows who you really are, a bunch of snarky, ha te ful, elitist, de cei tful, and dec eived useful id i ots of the dark.\\xc2\\xa0 Crawl away slim ers.""",,
1,20120620143048Z,"""Yet here you are, day after day, supporting the paper by clicking on links and making comments, increasing site traffic.\n\nYou just cant cure stupid.""",,
0,20120620051201Z,"""Waves back, while holding up a sign saying:\n\n\n""The pipe works better if you light it""""",,
1,20120619130050Z,"""WTF are you talking about? & more important shit? like taking time out of your life to comment on me calling another nigga ugly? Hmm yeah your still in middle school.""",,
0,20120529020419Z,"""I hope the gobbly gooker is a unlockable character  on wwe 13""",,
1,20120320105309Z,"""I'm no liberal you cocksucker, just not so stupid a fucker as to shoot a kid going for candy... You're a puzzy that is scared of shadows.""",,
0,20120527225206Z,"""The KKK...The Klu Klux Klan...the military wing of The Democratic Party?\nLOL!""",,
0,20120620035027Z,"""You calling others ignorant assholes!!! HAHAHAH that is a fucking joke""",,
0,20120618194334Z,"""Added those quotes at beginning and end of the track. Bwahaha. It's alsum.""",,
1,20120610023331Z,"""rec just shut your mouth with your neo-nazism. you are just a weak minded social reject compelled to strong leaders like hitler because you cant fend for yourself.""",,
0,20120612141257Z,"""One of our best and most honorable Presidents.""",,
1,20120618221909Z,"""If its so lame why did you read this or for that matter search this topic maybe you should think a little more before you make yourself look like a fucking hippocrate.""",,
0,,"""yes man fell our pain but on the other hand we can handle they ass you just need to show em who boss they can get they little attitude as long as they dont cross that line""",,
1,20120320184900Z,"""you are an ignorant piece of sh#t.""",,
0,,"""Is it just me or does that picture of David Brock scream "" I can suck start a B 52 """"",,
0,20120611183055Z,"""@diablonn\xa0 finally someone else seems to get it, it's just a game get over it people. as someone who has actually been in combat i appreciate them actually talking to people who have seen it. todd if you want to realism join the military these are games, games are fun. your mad because of a regenerative health if that's the case don't play shooters. \xa0todd's logic is rediculous the combat isn't realistic really, no $#@!. hey todd just play red river and stop writing articles about this subject, . and like i said I'm a vet and the game dosn't piss me off your pissing me off. it seems to me you think your doing hard nose journalism by questioning the realism of a videogame, well todd in reality you failed and instead of badgering them because they used the word ""authenticity"" maybe you should spend more time reading a dictionary""",,
0,20120529201507Z,"""Well considering Lebron James is pretty damn good in the post season exluding the finals and Peyton hasn't played his best in the post season it'd have to be Lebron (Peyton is not a choker though)""",,
0,20120609175337Z,"""Obama commands the lead in under 36k a year and under  bracket only. ROMNEY is ahead for 36k and above incomes.""",,
0,,"""That hexagonal crown matches the watch so well.  As for modern watches, I love the seiko orange monster.""",,
1,20120502202704Z,"""I'm a butch woman: won't you come try and whoop my ass you weak ass sniffling  little troll???? In fact better yet bring your wife along,,she's almost hot,and I'm sure she'd hightail it away from you BOY!!!!! :*""",,
0,20120502212212Z,"""I can understand your appreciation for Jack, but did you really have to let us know what people call you?  Next time please remember to check your punctuation ---you left the period out after ""starts"".""",,
1,20120620124806Z,"""I am not ""dude""....you moron! Go back to your mothers""",,
0,20120619195851Z,"""If you had a login, you can find for yourself that Apple did not invent nor is the technqiue used to pack in more pixels new, on DisplaySearch:\n\nhttp://www.displaysearch.com/cps/rde/xchg/displaysearch/hs.xsl/index.asp\xa0\n\nThe technique here along with the iPad was invented by engineers in Sharp & a japanese display materials manufacturer (JSR)""",,
0,,"""Were the people who were against civil rights as dumb and angry as the people who are against gay rights?\\xc2\\xa0\\n\\nPretend for a moment that you put the Constitution and Bill of Rights as your highest documents when evaluating U.S. laws and policies. \\xc2\\xa0How can you possibly contend that gay marriage is an issue at all?\\xc2\\xa0\\n\\nThe only way that you can contend that this is a huge issue is if you put the Bible ahead of the Constitution and Bill of Rights--ignoring that this anti-tolerance thing isn't even universal across Christianity. \\xc2\\xa0\\n\\nSo why again should religion be a leading factor in whether the legal and financial agreement that is marriage is allowed between two consenting adults, regardless of gender?\\xc2\\xa0\\n\\n""",,
0,,"""way to go Sweden getting your ass handed to you by Americans.\\xc2\\xa0""",,
0,20120530015950Z,"""RAYS LOSE !!! RAYS LOSE !!! \nBALTIMORE ON BRINK OF LOSING! \noh ya baby, Red Sox are on edge of a win against Verlander!""",,
0,20120527194747Z,"""Thank God the western conference playoffs continue today. The East is pure garbage.""",,
1,20120610103529Z,"""Are you guys fucking retarded ? you're trying to take pictures of these girls ?! you guys are worse than the scum of the earth""",,
0,20120609200041Z,"""Yes. But he had a distinct view on this continent in particular. Something to the effect they had gold and diamonds literally in the dirt beneath their feet, yet, in the thousands of years they walked its surface they never bothered to look down and imagine the possibilities. He elaborates on the subject.""",,
0,20120612125009Z,"""Yes, he should of asked politely, ""please stop shagging my daughter""""",,
1,20120619004436Z,"""pepes list updated:\n\n\nBEST PLACE TO GET YOUR DICK SUCKED:\n\n\nHialeah swag's house\n\nbetween him and his mom te sacan la espumita""",,
0,20120527233726Z,"""Are you in Thailand?""",,
0,,"""@jasamoah25 your a gloyte, do one""",,
0,20120529044822Z,"""What are you talking about?""",,
0,20120612125211Z,"""A car wreck?\xa0 This looks more like a 500 car pileup on a fog-shrouded\xa0icy road to me! Those involved in the crash at the front can\xa0hear the vehicles crashing one-by-one in the\xa0back with no end in sight.""",,
0,20120620072544Z,"""I sure hope Bravo shares this as I have posted before and have never been published.""",,
0,20120611211333Z,"""Let me educate you. You don't go vote for the nominee that is a 0 vote.A\xa0Obama supporter\xa0votes for Obama.Plus one for Obama.\nNow if you vote for the nominee it washes that plus one out to 0.\nSee how easy that was.""",,
0,20120610065834Z,"""NoyNoy Aquino is an ugly MOTHER F U C K E R!""",,
0,,"""the obama nation will rise""",,
0,20120618201355Z,"""He will be charged with vehicular homicide. He will probably do 18 months in a juvenile facility, and get his record expunged after completing probation.""",,
0,20120612033650Z,"""Why don't the citizens of Chicago that live in that area protect themselves?  They can think Mayor Daley and the rest of the puking liberals for this type of violence.  Yes, that is correct.  The puking liberals have taken away the rights of the everyday citizen.  If every law abiding citizen had the right to have a CCW then things would be different.  I say, just go ahead and carry.  It is better to be judged by 12 then be carried by 6.  If a few of these punks would be shot by a citizen I believe the punks would think twice before attacking citizens.  And don't tell me it happens in other cities.  49 states have CCW and they do not have these types of problems.  \n\nWake Up people and stop waiting for the police to protect you and protect yourself.\n\nThank you""",,
1,20120612153437Z,"""What's funny as hell is Rooster and you being married, retard.""",,
1,20120612011922Z,"""Chasm when you spam like the village idiot you are you will never get any converts to your stupid political bias cause ......\xa0 Nice pointy tin foil hat you got there too bud!""",,
0,20120530031454Z,"""Or Rob-Me Scissor Hands giving school kids a hair cut.""",,
1,20120612004040Z,"""Would it make ya feel any better if he was molesting girls? You're really dumb, but you're dumb by choice. You choose to ignore everyone telling you facts, but you choose to be dumb.""",,
0,20120619184036Z,"""fucking hotest blowjob ever""",,
0,20120515231229Z,"""Ustaadji, You are the greatest!""",,
0,20120610052534Z,"""Fuck""",,
0,20120530151538Z,"""Kuyt will wait to see what the new manager says about his playing time next season before he bolts.""",,
1,20120320174257Z,"""you are a fool""",,
1,20120320202742Z,"""sorry are you lost little boy the men are talking please take your whineing else were\xa0and notice how no body sad anything about cod""",,
0,20120528210022Z,"""Probably, it is Memorial Day after all, a good joke on Barajas part and a sign of a wounded vet""",,
